JobTitle,BasePay,OvertimePay,OtherPay,Benefits,TotalPay,TotalPayBenefits,Status_Binary
Licensed Vocational Nurse,73134.01,0.0,874.0,29982.8,74008.01,103990.81,0
Licensed Vocational Nurse,73134.0,0.0,874.0,29982.8,74008.0,103990.8,0
Licensed Vocational Nurse,73134.0,0.0,874.0,29982.8,74008.0,103990.8,0
Special Nurse,84619.63,5108.54,3006.79,11239.78,92734.96,103974.74,1
Registered Nurse,74578.26,1119.26,2181.53,26074.57,77879.05,103953.62,1
Licensed Vocational Nurse,73134.0,0.0,824.0,29982.8,73958.0,103940.8,0
Registered Nurse,67819.31,4817.58,7309.57,23964.01,79946.46,103910.47,1
Licensed Vocational Nurse,69118.47,1861.57,2694.87,30226.71,73674.91,103901.62,0
Licensed Vocational Nurse,67463.99,2920.27,4922.27,28545.32,75306.53,103851.85,1
Licensed Vocational Nurse,72775.77,0.0,2385.2,28668.08,75160.97,103829.05,0
Special Nurse,96425.41,2111.46,4164.67,1027.01,102701.54,103728.55,1
Nursing Assistant,66638.63,2102.18,5551.23,29321.19,74292.04,103613.23,0
Special Nurse,97397.13,1957.77,3193.05,1025.49,102547.95,103573.44,1
Nursing Assistant,57389.68,17801.28,3442.32,24878.86,78633.28,103512.14,1
Registered Nurse,73572.27,2996.18,1907.88,24838.46,78476.33,103314.79,1
Special Nurse,77175.93,0.0,12830.46,13291.22,90006.39,103297.61,1
Licensed Vocational Nurse,72713.11,0.0,735.24,29784.8,73448.35,103233.15,0
Licensed Vocational Nurse,73029.81,0.0,207.23,29805.87,73237.04,103042.91,0
Licensed Vocational Nurse,69283.65,4601.08,757.43,28399.15,74642.16,103041.31,0
Nursing Assistant,67024.7,6634.49,865.48,28451.4,74524.67,102976.07,0
Registered Nurse,66790.9,9976.13,3121.01,22886.91,79888.04,102774.95,1
Nursing Assistant,67923.57,5131.8,873.78,28839.14,73929.15,102768.29,0
Licensed Vocational Nurse,57895.9,13031.34,5298.19,26401.13,76225.43,102626.56,1
Registered Nurse,72328.71,856.87,2652.13,26741.83,75837.71,102579.54,1
Public Health Nurse,74352.47,0.0,500.0,27680.69,74852.47,102533.16,1
Licensed Vocational Nurse,70951.61,1551.85,250.0,29692.26,72753.46,102445.72,0
Nursing Assistant,67948.0,4768.99,874.0,28843.54,73590.99,102434.53,0
Registered Nurse,62269.53,3376.32,13963.27,22762.19,79609.12,102371.31,1
Special Nurse,79696.73,0.0,14886.43,7719.95,94583.16,102303.11,1
Registered Nurse,67207.18,1899.0,11738.03,21390.88,80844.21,102235.09,1
Special Nurse,86553.24,0.0,14620.44,1011.79,101173.68,102185.47,1
Nursing Assistant,61692.92,7112.14,5972.28,27332.49,74777.34,102109.83,1
Nursing Assistant,67948.0,4428.95,874.0,28846.46,73250.95,102097.41,0
Special Nurse,72433.01,10837.33,11934.2,6789.68,95204.54,101994.22,1
Special Nurse,82582.38,1635.87,5764.38,11999.69,89982.63,101982.32,1
Nursing Assistant,67948.01,2481.0,2294.0,29160.12,72723.01,101883.13,0
Registered Nurse,74779.25,0.0,4324.93,22570.28,79104.18,101674.46,1
Nursing Assistant,67948.0,3966.7,874.0,28849.38,72788.7,101638.08,0
Special Nurse,71318.65,1202.17,16207.56,12908.87,88728.38,101637.25,1
Licensed Vocational Nurse,71471.93,0.0,859.6,29305.45,72331.53,101636.98,0
Nurses Staffing Assistant,53234.79,16538.99,4811.69,26923.5,74585.47,101508.97,0
Licensed Vocational Nurse,65469.41,3140.33,4946.29,27801.0,73556.03,101357.03,1
Nursing Assistant,61555.36,6012.68,6406.85,27350.53,73974.89,101325.42,1
Nursing Assistant,66383.8,4351.8,2079.6,28436.29,72815.2,101251.49,0
Licensed Vocational Nurse,73134.0,11880.49,250.0,15979.97,85264.49,101244.46,0
Nursing Assistant,67948.0,3546.45,874.0,28849.38,72368.45,101217.83,0
Registered Nurse,59995.28,5855.4,10439.02,24852.33,76289.7,101142.03,1
Nursing Assistant,67948.01,3416.1,874.0,28846.46,72238.11,101084.57,0
Registered Nurse,68243.28,3257.34,4502.67,24965.54,76003.29,100968.83,1
Special Nurse,76770.74,15003.14,3223.61,5884.97,94997.49,100882.46,1
Special Nurse,77493.6,7817.2,15545.21,0.0,100856.01,100856.01,1
Nursing Assistant,67948.0,3175.2,874.0,28843.54,71997.2,100840.74,0
Nursing Assistant,67948.0,3175.2,874.0,28843.54,71997.2,100840.74,0
Nursing Assistant,67948.0,3164.1,874.0,28846.46,71986.1,100832.56,0
Nurse Practitioner,76513.02,0.0,4605.27,19683.54,81118.29,100801.83,1
Nurse Practitioner,74459.58,0.0,1445.53,24843.01,75905.11,100748.12,1
Licensed Vocational Nurse,65615.02,2278.04,4843.0,27837.02,72736.06,100573.08,1
Nurse Practitioner,69882.05,1779.9,4280.03,24288.92,75941.98,100230.9,1
Special Nurse,96986.37,0.0,3176.06,0.0,100162.43,100162.43,1
Registered Nurse,63955.0,0.0,14037.99,22112.56,77992.99,100105.55,1
Nursing Assistant,67948.0,2384.7,874.0,28849.38,71206.7,100056.08,0
Nursing Assistant,67948.01,2373.6,874.0,28849.38,71195.61,100044.99,0
Nursing Assistant,67948.01,2373.6,874.0,28849.38,71195.61,100044.99,0
Licensed Vocational Nurse,69510.43,1132.0,842.8,28504.13,71485.23,99989.36,0
Licensed Vocational Nurse,63008.9,7533.13,924.29,28493.02,71466.32,99959.34,0
Licensed Vocational Nurse,70245.5,0.0,799.44,28802.72,71044.94,99847.66,0
Registered Nurse,75864.81,0.0,250.0,23630.12,76114.81,99744.93,1
Special Nurse,80724.52,2122.0,6285.89,10511.83,89132.41,99644.24,1
Registered Nurse,64994.31,6438.46,4673.1,22647.41,76105.87,98753.28,1
Registered Nurse,77538.46,0.0,1589.6,19481.6,79128.06,98609.66,1
Registered Nurse,63114.96,4246.64,10972.22,20149.38,78333.82,98483.2,1
Licensed Vocational Nurse,53128.1,16825.43,3229.44,25242.45,73182.97,98425.42,1
Special Nurse,91065.4,0.0,686.49,6538.79,91751.89,98290.68,1
Special Nurse,75126.73,0.0,12503.55,10323.84,87630.28,97954.12,1
Licensed Vocational Nurse,67686.5,381.75,456.19,29391.86,68524.44,97916.3,0
Special Nurse,83625.73,1599.55,6306.73,6383.16,91532.01,97915.17,1
Special Nurse,65056.13,9083.5,11021.53,12624.05,85161.16,97785.21,1
Licensed Vocational Nurse,51036.08,19039.69,4541.7,23142.56,74617.47,97760.03,1
Nursing Supervisor,80542.0,0.0,0.0,17195.94,80542.0,97737.94,1
Licensed Vocational Nurse,62197.07,2818.97,6014.08,26693.84,71030.12,97723.96,1
Nursing Assistant,67948.0,0.0,874.0,28849.38,68822.0,97671.38,0
Special Nurse,89786.08,0.0,1734.0,5897.61,91520.08,97417.69,1
Special Nurse,96265.7,0.0,108.78,963.75,96374.48,97338.23,1
Licensed Vocational Nurse,65289.25,2556.41,2370.42,27101.22,70216.08,97317.3,1
Registered Nurse,68663.63,2238.52,2229.26,24158.89,73131.41,97290.3,1
Nursing Assistant,64989.25,3835.35,846.19,27592.14,69670.79,97262.93,0
Special Nurse,77286.44,0.0,8225.65,11713.83,85512.09,97225.92,1
Licensed Vocational Nurse,67740.72,558.0,1032.94,27815.57,69331.66,97147.23,0
Licensed Vocational Nurse,67885.29,0.0,779.82,27814.3,68665.11,96479.41,0
Special Nurse,82310.35,0.0,13073.39,953.82,95383.74,96337.56,1
Nursing Assistant,64416.2,3580.35,841.49,27367.11,68838.04,96205.15,0
Public Health Nurse,70407.51,0.0,250.0,25146.43,70657.51,95803.94,1
Registered Nurse,66399.33,421.83,5329.15,23617.07,72150.31,95767.38,1
Registered Nurse,64262.24,4259.36,5149.34,22081.47,73670.94,95752.41,1
Special Nurse,78859.49,4523.03,11401.86,947.83,94784.38,95732.21,1
Licensed Vocational Nurse,54409.62,10764.09,5080.99,25386.4,70254.7,95641.1,1
Nursing Assistant,64640.26,2666.23,843.5,27430.2,68149.99,95580.19,0
Special Nurse,69676.07,0.0,13493.51,12394.65,83169.58,95564.23,1
Nursing Assistant,64736.51,2380.95,844.44,27465.57,67961.9,95427.47,0
Nursing Assistant,62190.78,5532.58,1131.54,26487.93,68854.9,95342.83,1
Special Nurse,73795.9,2070.49,7360.71,12086.22,83227.1,95313.32,1
Licensed Vocational Nurse,73134.0,3840.0,624.0,17617.88,77598.0,95215.88,0
Special Nurse,82559.46,4864.33,2843.08,4933.1,90266.87,95199.97,1
Licensed Vocational Nurse,66582.62,0.0,1146.53,27416.68,67729.15,95145.83,1
Licensed Vocational Nurse,64084.0,3459.13,672.71,26887.33,68215.84,95103.17,0
Registered Nurse,64861.36,4709.22,3299.91,21967.09,72870.49,94837.58,1
Special Nurse,75724.95,5913.79,12146.52,937.86,93785.26,94723.12,1
Nurses Staffing Assistant,58437.0,2589.33,5777.03,27896.56,66803.36,94699.92,0
Special Nurse,72673.16,0.0,9760.13,12210.13,82433.29,94643.42,1
Special Nurse,76343.75,1841.7,4488.51,11926.05,82673.96,94600.01,1
Nursery Specialist,66955.18,426.15,0.0,27193.17,67381.33,94574.5,1
Licensed Vocational Nurse,67647.31,81.28,370.65,26236.42,68099.24,94335.66,0
Special Nurse,78484.26,1126.72,13545.62,931.58,93156.6,94088.18,1
Licensed Vocational Nurse,59629.62,3021.79,5808.41,25608.9,68459.82,94068.72,1
Licensed Vocational Nurse,65683.84,426.0,987.95,26959.94,67097.79,94057.73,1
Nursing Supervisor,67612.97,7465.12,3339.81,15564.56,78417.9,93982.46,1
Registered Nurse,57665.4,3826.44,10589.04,21875.74,72080.88,93956.62,1
Special Nurse,69051.83,0.0,12998.48,11688.72,82050.31,93739.03,1
Nursing Assistant,60794.16,1231.87,4929.3,26705.86,66955.33,93661.19,1
Registered Nurse,69633.65,0.0,1287.23,22679.67,70920.88,93600.55,1
Special Nurse,85370.63,1579.73,6548.38,0.0,93498.74,93498.74,1
Special Nurse,71969.04,0.0,9610.4,11910.62,81579.44,93490.06,1
Registered Nurse,61986.74,6248.92,2871.55,22256.75,71107.21,93363.96,1
Licensed Vocational Nurse,57215.8,8651.0,1651.86,25791.01,67518.66,93309.67,1
Licensed Vocational Nurse,63273.06,3404.1,562.93,25926.18,67240.09,93166.27,1
Special Nurse,77970.7,1557.68,12711.93,922.4,92240.31,93162.71,1
Special Nurse,78638.46,1166.92,12311.67,921.16,92117.05,93038.21,1
Special Nurse,68432.11,1762.39,12348.02,10298.93,82542.52,92841.45,1
Special Nurse,91888.4,0.0,0.0,918.88,91888.4,92807.28,1
Registered Nurse,62328.66,1921.08,11062.58,17442.44,75312.32,92754.76,1
Registered Nurse,61373.52,0.0,10250.72,21058.0,71624.24,92682.24,1
Registered Nurse,47240.91,2373.75,28516.36,14463.34,78131.02,92594.36,1
Nurse Practitioner,68623.24,842.36,1150.0,21932.59,70615.6,92548.19,1
Special Nurse,76298.5,2935.76,12290.84,915.26,91525.1,92440.36,1
Registered Nurse,73411.41,225.49,340.41,18307.02,73977.31,92284.33,1
Licensed Vocational Nurse,64734.35,435.9,552.12,26537.22,65722.37,92259.59,1
Licensed Vocational Nurse,63301.0,363.6,63.58,28348.98,63728.18,92077.16,0
Licensed Vocational Nurse,62935.08,19.53,1236.53,27757.79,64191.14,91948.93,0
Nurses Staffing Assistant,58395.36,1485.64,4433.64,27580.42,64314.64,91895.06,0
Licensed Vocational Nurse,62048.53,2840.25,250.0,26607.99,65138.78,91746.77,1
Special Nurse,85292.18,0.0,432.76,5964.62,85724.94,91689.56,1
Special Nurse,77683.83,170.13,5013.8,8460.62,82867.76,91328.38,1
Special Nurse,85631.92,4614.66,19.38,902.66,90265.96,91168.62,1
Special Nurse,71468.66,12171.87,2386.79,5130.62,86027.32,91157.94,1
Nurses Staffing Assistant,58437.0,2234.78,3031.67,27289.19,63703.45,90992.64,0
Special Nurse,81725.9,226.83,3370.97,5539.29,85323.7,90862.99,1
Registered Nurse,67187.37,2768.34,250.0,20580.37,70205.71,90786.08,1
Registered Nurse,60729.43,2604.68,4444.7,22867.3,67778.81,90646.11,1
Special Nurse,83561.44,2123.12,4047.48,897.3,89732.04,90629.34,1
Special Nurse,66988.72,0.0,11434.61,11971.98,78423.33,90395.31,1
Nursing Assistant,59366.9,437.37,4518.17,26040.47,64322.44,90362.91,1
Special Nurse,76563.87,0.0,3027.48,10731.47,79591.35,90322.82,1
Registered Nurse,65821.9,1072.99,3199.38,20177.27,70094.27,90271.54,1
Public Health Nurse,58606.57,0.0,11440.31,20065.15,70046.88,90112.03,1
Nursing Assistant,58426.59,6646.68,250.0,24682.83,65323.27,90006.1,1
Special Nurse,69876.82,1052.28,11602.66,7468.86,82531.76,90000.62,1
Special Nurse,68295.32,1054.52,8521.82,12083.52,77871.66,89955.18,1
Special Nurse,75729.04,895.42,12379.06,890.04,89003.52,89893.56,1
Special Nurse,60192.29,1302.53,12036.28,16226.69,73531.1,89757.79,1
Special Nurse,78924.7,4718.89,5193.12,888.35,88836.71,89725.06,1
Nursing Assistant,67948.0,1822.4,4081.19,15686.52,73851.59,89538.11,0
Nursing Assistant,67948.0,4024.67,874.0,16487.83,72846.67,89334.5,0
Special Nurse,64752.18,14973.05,8704.11,884.29,88429.34,89313.63,1
Registered Nurse,67716.8,236.88,1739.32,19506.83,69693.0,89199.83,1
Special Nurse,67633.35,4475.98,6346.62,10626.07,78455.95,89082.02,1
Registered Nurse,65208.96,0.0,299.79,23483.56,65508.75,88992.31,1
Special Nurse,64583.89,8989.86,15255.2,0.0,88828.95,88828.95,1
Registered Nurse,56961.03,7556.78,5015.78,19205.94,69533.59,88739.53,1
Special Nurse,65931.48,0.0,10984.28,11107.65,76915.76,88023.41,1
Special Nurse,71174.31,1606.24,14259.24,870.42,87039.79,87910.21,1
Registered Nurse,62505.02,0.0,4116.36,21150.22,66621.38,87771.6,1
Nurses Staffing Assistant,58437.02,664.65,1624.0,26989.33,60725.67,87715.0,0
Licensed Vocational Nurse,53331.23,0.0,12167.52,22147.46,65498.75,87646.21,1
Special Nurse,79304.89,0.0,2392.88,5885.21,81697.77,87582.98,1
Special Nurse,67154.13,0.0,13786.05,6572.96,80940.18,87513.14,1
Nurses Staffing Assistant,53551.49,2755.47,4440.3,26757.55,60747.26,87504.81,0
Licensed Vocational Nurse,61947.96,0.0,200.0,25274.54,62147.96,87422.5,1
Registered Nurse,65992.6,0.0,296.7,21067.97,66289.3,87357.27,1
Nurses Staffing Assistant,56267.11,2950.04,1716.78,26024.75,60933.93,86958.68,0
Special Nurse,76185.05,2480.32,1993.05,6287.86,80658.42,86946.28,1
Special Nurse,73589.55,0.0,2740.57,10330.92,76330.12,86661.04,1
Registered Nurse,61942.6,0.0,1959.8,22291.87,63902.4,86194.27,1
Special Nurse,84481.4,930.75,344.95,0.0,85757.1,85757.1,1
Registered Nurse,60369.3,1053.23,2054.1,22105.31,63476.63,85581.94,1
Licensed Vocational Nurse,53587.7,6665.41,552.45,24685.07,60805.56,85490.63,1
Special Nurse,72230.8,247.16,2188.74,10790.53,74666.7,85457.23,1
Registered Nurse,66041.34,0.0,299.23,19112.62,66340.57,85453.19,1
Licensed Vocational Nurse,55370.9,2247.14,3446.42,24182.74,61064.46,85247.2,1
Nurses Staffing Assistant,57946.63,0.0,618.75,26548.46,58565.38,85113.84,0
Nurses Staffing Assistant,58437.02,0.0,0.0,26634.46,58437.02,85071.48,0
Special Nurse,74334.34,1628.24,2633.99,6465.8,78596.57,85062.37,1
Licensed Vocational Nurse,52572.31,5491.01,4561.41,22428.14,62624.73,85052.87,1
Nurses Staffing Assistant,53850.01,3545.28,2494.87,25093.34,59890.16,84983.5,1
Registered Nurse,47725.06,0.0,20598.8,16496.61,68323.86,84820.47,1
Nursing Assistant,51207.81,7675.43,3501.25,22400.15,62384.49,84784.64,1
Licensed Vocational Nurse,58882.4,7075.48,4623.75,13889.57,70581.63,84471.2,0
Licensed Vocational Nurse,45292.11,15064.88,2811.64,21296.01,63168.63,84464.64,1
Special Nurse,58385.34,0.0,10211.94,15491.82,68597.28,84089.1,1
Special Nurse,70045.7,1682.51,11485.75,832.15,83213.96,84046.11,1
Special Nurse,77856.7,1538.96,3632.89,830.28,83028.55,83858.83,1
Registered Nurse,55559.27,1748.43,6840.87,19565.39,64148.57,83713.96,1
Registered Nurse,62194.64,0.0,250.0,21188.85,62444.64,83633.49,1
Special Nurse,67752.56,5629.73,10200.56,0.0,83582.85,83582.85,1
Special Nurse,74540.51,775.35,2358.44,5880.11,77674.3,83554.41,1
Special Nurse,73726.52,2087.25,324.52,7287.82,76138.29,83426.11,1
Special Nurse,63022.25,1626.98,8272.85,10298.56,72922.08,83220.64,1
Special Nurse,71097.24,0.0,11955.49,0.0,83052.73,83052.73,1
Special Nurse,75642.6,0.0,0.0,7374.66,75642.6,83017.26,1
Public Health Nurse,56206.56,0.0,6382.9,20328.7,62589.46,82918.16,1
Registered Nurse,60348.93,3870.62,3695.21,14777.86,67914.76,82692.62,1
Nurses Staffing Assistant,55096.82,1130.59,27.66,26359.45,56255.07,82614.52,0
Special Nurse,67674.4,0.0,11181.9,3258.01,78856.3,82114.31,1
Nursing Assistant,55213.83,2407.5,755.38,23468.84,58376.71,81845.55,1
Special Nurse,78262.82,752.85,1971.66,809.85,80987.33,81797.18,1
Registered Nurse,54229.44,1651.34,9443.2,16423.77,65323.98,81747.75,1
Special Nurse,61304.2,0.0,10336.5,9993.85,71640.7,81634.55,1
Special Nurse,59298.65,67.7,11772.02,10481.0,71138.37,81619.37,1
Special Nurse,79257.3,0.0,1440.6,806.99,80697.9,81504.89,1
Special Nurse,76786.37,0.0,3510.24,802.97,80296.61,81099.58,1
Nursing Assistant,51504.26,2149.59,4166.86,22580.34,57820.71,80401.05,1
Special Nurse,61308.71,0.0,8463.22,10576.11,69771.93,80348.04,1
Registered Nurse,62775.98,0.0,1272.34,16229.26,64048.32,80277.58,1
Licensed Vocational Nurse,52897.2,2721.16,286.77,24320.91,55905.13,80226.04,1
Registered Nurse,56424.0,0.0,2250.68,21461.97,58674.68,80136.65,1
Nurse Practitioner,45899.46,10019.31,23293.94,792.13,79212.71,80004.84,1
Special Nurse,56992.74,2267.58,5581.68,14915.41,64842.0,79757.41,1
Special Nurse,64798.8,0.0,4684.37,10237.76,69483.17,79720.93,1
Registered Nurse,58218.46,0.0,700.0,20497.63,58918.46,79416.09,1
Nurse Practitioner,78467.83,0.0,0.0,784.69,78467.83,79252.52,1
Special Nurse,57333.68,0.0,10870.17,10862.78,68203.85,79066.63,1
Registered Nurse,47864.85,3460.51,7876.33,19736.11,59201.69,78937.8,1
Registered Nurse,60506.68,701.61,0.0,17555.43,61208.29,78763.72,1
Special Nurse,63435.68,3341.41,2287.9,9590.76,69064.99,78655.75,1
Special Nurse,57282.91,76.4,10286.76,10779.15,67646.07,78425.22,1
Nurse Practitioner,57312.53,0.0,3087.53,17695.54,60400.06,78095.6,1
Registered Nurse,40938.92,0.0,23008.5,14052.87,63947.42,78000.29,1
Nurse Practitioner,70635.61,0.0,6550.41,771.88,77186.02,77957.9,1
Registered Nurse,52901.45,3307.79,2286.95,19383.18,58496.19,77879.37,1
Registered Nurse,58997.59,50.29,1868.27,16918.73,60916.15,77834.88,1
Registered Nurse,58053.26,0.0,406.2,19240.24,58459.46,77699.7,1
Special Nurse,49457.85,3790.18,10412.18,13999.28,63660.21,77659.49,1
Registered Nurse,61415.29,0.0,650.0,15550.47,62065.29,77615.76,1
Registered Nurse,57017.43,189.23,250.0,20099.79,57456.66,77556.45,1
Special Nurse,60889.34,6815.67,9041.21,767.47,76746.22,77513.69,1
Special Nurse,57496.63,0.0,10002.92,9989.81,67499.55,77489.36,1
Special Nurse,70770.02,0.0,826.31,5582.18,71596.33,77178.51,1
Special Nurse,62321.67,0.0,4920.07,9922.81,67241.74,77164.55,1
Registered Nurse,59245.15,0.0,684.83,17196.27,59929.98,77126.25,1
Special Nurse,60721.79,0.0,10066.47,6283.46,70788.26,77071.72,1
Special Nurse,76305.74,0.0,0.0,763.08,76305.74,77068.82,1
Special Nurse,71178.15,2748.15,2354.4,762.81,76280.7,77043.51,1
Registered Nurse,56647.5,183.56,0.0,20158.48,56831.06,76989.54,1
Licensed Vocational Nurse,52666.3,0.0,0.0,24180.52,52666.3,76846.82,1
Registered Nurse,51215.56,820.15,5984.72,18778.44,58020.43,76798.87,1
Special Nurse,69790.7,0.0,0.0,7001.72,69790.7,76792.42,1
Registered Nurse,61529.73,62.94,21.34,15046.01,61614.01,76660.02,1
Special Nurse,51465.59,4779.63,9085.47,10856.46,65330.69,76187.15,1
Licensed Vocational Nurse,46055.43,9053.53,3574.33,17493.05,58683.29,76176.34,1
Special Nurse,56526.06,0.0,9400.98,10170.14,65927.04,76097.18,1
Special Nurse,61276.59,8538.44,5078.67,748.95,74893.7,75642.65,1
Nurses Staffing Assistant,42161.53,9968.07,952.54,22502.44,53082.14,75584.58,1
Special Nurse,62655.82,2085.25,2608.34,8184.82,67349.41,75534.23,1
Registered Nurse,47007.46,1550.87,10242.18,16713.16,58800.51,75513.67,1
Nurses Staffing Assistant,52644.79,10534.19,67.24,12162.16,63246.22,75408.38,1
Special Nurse,60533.46,1018.65,3688.53,10043.58,65240.64,75284.22,1
Special Nurse,53244.46,1439.78,9930.27,10662.72,64614.51,75277.23,1
Registered Nurse,58358.0,0.0,900.7,15959.34,59258.7,75218.04,1
Registered Nurse,48511.5,106.81,8377.31,18082.0,56995.62,75077.62,1
Public Health Nurse,51816.35,0.0,3715.06,19469.97,55531.41,75001.38,1
Nurse Practitioner,54253.4,0.0,3255.72,17292.12,57509.12,74801.24,1
Special Nurse,71735.82,0.0,2095.93,738.33,73831.75,74570.08,1
Registered Nurse,52878.62,3477.64,2523.96,15525.06,58880.22,74405.28,1
Special Nurse,61480.97,0.0,3316.4,9603.26,64797.37,74400.63,1
Nursing Supervisor,52420.57,0.0,8868.26,13031.23,61288.83,74320.06,1
Special Nurse,55041.71,131.82,10395.32,8666.28,65568.85,74235.13,1
Special Nurse,64670.59,1628.24,2119.8,5798.75,68418.63,74217.38,1
Special Nurse,61853.45,1486.54,10114.54,734.58,73454.53,74189.11,1
Special Nurse,61631.75,2982.55,9486.75,0.0,74101.05,74101.05,1
Nurse Practitioner,73301.78,0.0,0.0,733.03,73301.78,74034.81,1
Registered Nurse,48715.59,2766.77,8483.33,13952.83,59965.69,73918.52,1
Special Nurse,57764.13,490.23,2107.33,13381.34,60361.69,73743.03,1
Special Nurse,67169.61,1672.1,3941.97,723.06,72783.68,73506.74,1
Special Nurse,65922.84,6319.11,510.1,727.52,72752.05,73479.57,1
Special Nurse,64824.88,0.0,2068.93,6569.02,66893.81,73462.83,1
Special Nurse,63032.93,0.0,938.12,9374.87,63971.05,73345.92,1
Special Nurse,72074.48,0.0,425.0,725.02,72499.48,73224.5,1
Special Nurse,60772.5,0.0,2957.66,9380.93,63730.16,73111.09,1
Nursing Assistant,39622.41,424.73,15726.3,17212.26,55773.44,72985.7,1
Special Nurse,68807.99,0.0,3445.03,722.54,72253.02,72975.56,1
Registered Nurse,47178.3,1225.88,7144.25,17373.58,55548.43,72922.01,1
Registered Nurse,52602.74,0.0,600.0,19647.82,53202.74,72850.56,1
Special Nurse,66982.39,2163.99,3701.9,0.0,72848.28,72848.28,1
Special Nurse,51018.3,0.0,8579.46,13206.4,59597.76,72804.16,1
Special Nurse,54312.02,160.3,7852.94,10270.05,62325.26,72595.31,1
Registered Nurse,50771.49,3653.7,3168.32,14725.3,57593.51,72318.81,1
Special Nurse,70539.19,0.0,1738.26,0.0,72277.45,72277.45,1
Registered Nurse,43765.97,3951.62,7007.35,17441.14,54724.94,72166.08,1
Special Nurse,70000.71,0.0,1420.87,714.23,71421.58,72135.81,1
Special Nurse,58078.58,871.59,3388.26,9758.15,62338.43,72096.58,1
Registered Nurse,44286.45,3842.0,7043.86,16821.71,55172.31,71994.02,1
Nurse Practitioner,58328.87,0.0,0.0,13526.49,58328.87,71855.36,1
Registered Nurse,45727.9,2509.41,7838.18,15713.69,56075.49,71789.18,1
Special Nurse,58038.09,0.0,9375.7,4373.05,67413.79,71786.84,1
Registered Nurse,50750.34,0.0,1790.66,19202.23,52541.0,71743.23,1
Special Nurse,65238.61,465.22,5282.11,709.84,70985.94,71695.78,1
Registered Nurse,54972.15,4020.45,1342.1,11217.85,60334.7,71552.55,1
Nurses Staffing Assistant,49137.52,0.0,0.0,22413.49,49137.52,71551.01,1
Registered Nurse,51855.2,0.0,375.0,19309.43,52230.2,71539.63,1
Special Nurse,68011.79,0.0,2740.6,707.53,70752.39,71459.92,1
Registered Nurse,51543.87,2259.8,1160.89,16462.2,54964.56,71426.76,1
Nurse Practitioner,57313.83,0.0,0.0,13405.69,57313.83,70719.52,1
Special Nurse,60114.06,0.0,9857.01,699.73,69971.07,70670.8,1
Special Nurse,67651.22,0.0,227.71,2639.64,67878.93,70518.57,1
Licensed Vocational Nurse,44428.08,8400.59,1299.29,16260.07,54127.96,70388.03,1
Licensed Vocational Nurse,44692.66,2994.98,3720.4,18976.41,51408.04,70384.45,1
Special Nurse,59871.55,0.0,9668.07,695.4,69539.62,70235.02,1
Special Nurse,51834.0,0.0,8673.66,9602.76,60507.66,70110.42,1
Special Nurse,53072.25,0.0,4050.17,12833.97,57122.42,69956.39,1
Registered Nurse,45331.41,3120.55,7599.68,13878.59,56051.64,69930.23,1
Special Nurse,57291.57,0.0,3298.56,9329.39,60590.13,69919.52,1
Licensed Vocational Nurse,45699.79,4266.75,291.95,19601.31,50258.49,69859.8,1
Special Nurse,61487.43,481.23,7099.11,690.68,69067.77,69758.45,1
Special Nurse,64257.77,2687.91,2087.3,690.33,69032.98,69723.31,1
Registered Nurse,42431.89,3851.22,7287.98,16144.03,53571.09,69715.12,1
Special Nurse,47448.86,0.0,9594.29,12626.6,57043.15,69669.75,1
Special Nurse,53597.79,0.0,6512.48,9508.65,60110.27,69618.92,1
Special Nurse,56115.94,0.0,4361.73,9099.61,60477.67,69577.28,1
Special Nurse,59808.05,2093.46,6872.31,687.74,68773.82,69461.56,1
Special Nurse,61955.51,2422.99,4367.99,687.47,68746.49,69433.96,1
Special Nurse,59263.51,2864.79,6577.57,687.07,68705.87,69392.94,1
Special Nurse,68350.33,1037.1,0.0,0.0,69387.43,69387.43,1
Special Nurse,53543.16,0.0,6289.09,9491.68,59832.25,69323.93,1
Special Nurse,69226.5,0.0,0.0,0.0,69226.5,69226.5,1
Registered Nurse,52209.94,1958.84,2779.65,12027.83,56948.43,68976.26,1
Registered Nurse,45953.78,5125.56,1676.82,16216.25,52756.16,68972.41,1
Licensed Vocational Nurse,43928.31,4541.32,250.0,20237.13,48719.63,68956.76,1
Special Nurse,56315.49,0.0,5580.65,6879.94,61896.14,68776.08,1
Nurses Staffing Assistant,40616.78,3167.82,2814.19,22150.01,46598.79,68748.8,1
Special Nurse,50510.4,0.0,8779.06,9044.13,59289.46,68333.59,1
Special Nurse,50753.55,0.0,8608.73,8885.76,59362.28,68248.04,1
Registered Nurse,49186.88,125.89,575.0,18126.1,49887.77,68013.87,1
Licensed Vocational Nurse,41105.27,1284.7,3188.49,22264.83,45578.46,67843.29,1
Special Nurse,57771.66,239.93,9081.01,670.93,67092.6,67763.53,1
Special Nurse,62833.26,2631.35,1605.36,670.72,67069.97,67740.69,1
Registered Nurse,40148.54,5223.12,11438.28,10909.95,56809.94,67719.89,1
Special Nurse,43729.39,2460.23,11568.48,9947.56,57758.1,67705.66,1
Special Nurse,48297.4,0.0,9781.1,9573.5,58078.5,67652.0,1
Special Nurse,59066.15,0.0,870.0,7521.93,59936.15,67458.08,1
Special Nurse,49863.9,0.0,8386.1,9025.94,58250.0,67275.94,1
Registered Nurse,44309.89,1496.62,4162.18,17295.61,49968.69,67264.3,1
